number,E,index,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,displ_Bi,displ_Fe,displ_O,norm,min_d
299,-32.561776068125,POSCAR46215,0.0,0.0,-0.29,0.0,0.0,-0.36,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.93,0.19,0.48,0.0,0.0,0.35,0.0,0.0,0.452,0.093,0.854,1.335,1.84
300,-32.57649583125,POSCAR46274,0.0,0.0,0.0,0.91,-0.7,0.0,0.0,0.0,0.0,0.88,-0.84,0.0,-0.92,1.17,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.407,0.0,0.82,2.495,1.945
301,-32.585419408125,POSCAR46291,0.13,-0.32,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.14,-0.86,0.0,0.693,0.31,0.636,1.641,1.854
302,-32.41435985625,POSCAR46442,0.0,0.0,-0.44,0.0,0.0,0.39,0.27,0.0,-0.11,1.01,0.0,0.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.587,0.128,0.822,1.772,1.846
303,-9999.0,POSCAR46475,0.0,0.0,0.27,0.0,-1.05,0.0,-0.25,0.0,-0.53,0.81,0.0,0.97,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.133,1.046,2.059,1.82
304,-32.87860111,POSCAR46575,0.0,0.0,0.0,0.0,0.16,0.0,0.2,0.0,0.0,0.0,0.99,0.86,0.72,0.0,0.0,0.0,0.0,0.0,0.65,-0.68,0.0,0.436,0.22,0.845,1.786,1.897
305,-32.46027845625,POSCAR46701,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,-0.17,0.0,0.0,0.52,0.0,-0.24,0.75,-0.71,0.0,0.567,0.211,0.613,1.436,1.861
306,-32.59748627875,POSCAR46725,0.2,0.0,0.0,0.0,0.0,0.39,0.0,0.0,-0.74,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.53,-0.17,-0.59,0.746,0.127,0.607,1.225,1.814
307,-32.612131880625,POSCAR47019,-0.78,1.14,0.0,0.0,-0.1,0.56,0.0,-0.92,0.0,0.0,0.0,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.503,0.056,0.516,1.805,1.802
308,-32.880581628125,POSCAR47048,0.0,0.05,0.0,0.0,0.0,0.37,-0.8,0.0,0.58,0.0,0.0,0.0,0.62,0.0,-0.91,0.0,0.0,0.0,0.0,0.0,0.26,0.308,0.092,0.892,1.548,1.885
309,-32.41094796125,POSCAR47323,0.0,0.0,-0.26,-0.38,0.0,-0.49,0.0,0.55,0.17,0.66,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.047,1.021,1.387,1.871
310,-33.116130796875,POSCAR47454,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,-0.73,0.0,-0.67,0.0,0.0,-0.81,-0.86,0.0,0.0,0.0,0.0,0.2,0.21,0.279,0.183,0.86,1.829,1.902
311,-31.968285585,POSCAR47517,0.0,-0.59,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.77,-0.13,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,-0.85,0.53,0.0,1.137,0.307,0.562,1.628,1.816
312,-32.86582383,POSCAR47650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,0.0,0.33,0.78,0.98,0.35,-0.58,0.0,-0.18,0.0,0.0,0.0,0.146,0.032,0.82,1.499,1.832
313,-32.813902778125,POSCAR47662,0.45,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.0,0.0,-1.07,0.0,-0.29,0.49,0.81,-0.3,0.0,0.0,0.0,0.0,0.0,0.334,0.02,0.673,1.561,1.802
314,-33.0021951425,POSCAR47752,0.0,0.0,0.0,0.0,0.0,0.54,0.0,-0.42,0.0,0.0,0.0,0.65,1.15,0.0,0.0,0.0,0.0,-0.28,0.0,0.29,-0.14,0.295,0.123,0.652,1.548,1.844
315,-32.88700368,POSCAR47778,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,-0.48,0.0,0.72,0.0,0.0,0.26,0.62,-0.66,0.12,0.0,0.0,0.0,0.0,0.419,0.133,0.775,1.514,1.929
316,-32.554322339375,POSCAR47824,0.0,0.0,-0.1,-0.34,0.78,0.0,-0.36,0.0,0.0,0.56,0.0,0.0,0.0,0.87,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.73,0.119,0.816,1.417,1.87
317,-32.22049286875,POSCAR47861,0.0,-0.75,0.0,-0.26,0.0,-0.78,0.0,0.53,0.26,0.0,0.0,0.0,-0.22,-1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528,0.108,1.176,1.74,1.832
318,-32.90820309,POSCAR47885,0.29,-0.88,0.0,-0.17,0.0,0.0,0.85,0.0,-0.79,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.519,0.114,0.842,1.569,1.812
319,-32.47042282,POSCAR47976,0.0,0.0,0.0,0.0,0.0,0.33,-0.4,-0.18,1.06,0.4,0.0,0.0,0.0,0.0,0.72,0.0,0.0,-0.16,0.0,0.0,0.0,0.715,0.103,0.748,1.459,1.812
320,-32.728831476875,POSCAR48016,0.35,0.0,0.0,0.0,0.0,0.18,-1.18,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.0,0.0,0.0,0.0,0.559,0.17,0.452,1.54,1.878
321,-32.77126863375,POSCAR48021,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.46,-0.93,0.0,0.31,-0.13,0.56,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.125,0.516,1.359,1.871
322,-32.3604385325,POSCAR48101,0.0,0.0,0.0,0.41,0.0,0.0,-0.7,0.0,0.0,-0.84,-0.34,0.41,0.0,-0.5,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.825,0.158,0.793,1.385,1.81
323,-31.870724285,POSCAR48115,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,-0.96,-0.32,0.28,-1.16,1.08,0.0,0.698,0.317,0.711,1.92,1.85
324,-32.62903027375,POSCAR48243,0.0,0.0,-0.6,0.0,0.08,0.0,-0.81,0.0,0.44,0.0,0.0,0.0,-0.58,0.46,0.0,-0.55,0.0,0.0,0.0,0.0,0.0,0.451,0.139,0.814,1.438,1.822
325,-32.50227592375,POSCAR48266,0.7,0.0,-0.15,-0.36,0.0,-0.83,0.62,0.0,0.0,-0.76,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.632,0.132,0.53,1.552,1.845
326,-32.844037409375,POSCAR48492,0.0,0.0,0.0,0.0,0.0,1.06,0.26,-0.81,-0.42,0.21,0.0,0.0,0.78,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.22,0.173,0.857,1.689,1.846
327,-32.84336665125,POSCAR48854,0.0,0.0,0.27,0.0,-0.19,0.0,0.74,-0.2,0.0,0.0,0.0,-0.48,0.0,0.57,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.153,0.513,1.23,1.862
328,-32.71032504125,POSCAR48883,-0.47,0.8,0.0,0.0,0.0,-0.21,0.49,-0.37,-0.42,0.0,0.0,0.0,0.0,0.0,-0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.074,0.851,1.524,1.81
329,-32.96728240375,POSCAR49205,0.0,0.0,0.0,0.0,0.0,-0.22,-0.2,0.0,0.64,0.0,-0.45,0.0,-0.48,-0.58,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.039,0.574,1.32,1.887
330,-32.27749632375,POSCAR49421,0.0,0.89,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.93,0.0,-0.59,-1.06,0.0,0.0,0.48,0.0,0.0,0.0,0.06,0.0,0.397,0.017,0.959,1.851,1.804
331,-32.88208210875,POSCAR49782,0.0,0.0,0.0,-0.48,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.98,0.59,0.0,0.0,0.0,0.0,0.6,-0.23,0.15,0.515,0.121,0.55,1.835,1.897
332,-31.707482435625,POSCAR50257,0.0,0.0,-0.15,0.0,-0.16,0.0,0.0,0.0,0.0,0.84,-0.7,0.98,0.0,1.08,0.0,0.0,0.0,-0.18,0.0,0.0,0.0,0.204,0.032,1.05,1.845,1.848
333,-32.846280199375,POSCAR50439,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,-1.1,0.1,0.0,0.0,-0.33,0.37,0.0,0.0,-0.84,0.71,0.0,0.479,0.248,0.755,1.643,1.829
334,-32.31113928625,POSCAR50517,0.0,0.0,-0.23,0.0,0.0,-0.36,-0.95,0.6,0.0,0.0,0.0,0.0,-0.13,-0.3,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.635,0.23,0.91,1.439,1.874
335,-32.5452590525,POSCAR50874,0.0,0.0,0.0,0.0,-0.14,0.12,0.0,0.0,0.74,0.62,-0.91,0.0,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,0.803,0.122,0.542,1.728,1.83
336,-32.700447495,POSCAR50943,0.0,0.0,0.0,0.0,0.0,-1.13,0.0,0.93,0.0,0.0,0.45,0.0,0.0,0.0,0.37,0.33,0.0,-0.43,-0.11,0.0,0.0,0.435,0.239,0.712,1.669,1.81
337,-9999.0,POSCAR51053,0.0,0.0,0.0,0.27,0.0,0.0,-0.11,0.0,0.72,0.92,0.0,0.0,0.0,-0.93,-1.06,0.0,0.0,-0.2,0.0,0.0,0.0,0.674,0.079,1.186,1.865,1.821
338,-32.3677195025,POSCAR51122,0.0,0.0,0.0,-1.0,1.09,0.13,0.0,0.0,0.0,-0.57,0.0,0.0,0.37,0.0,-0.2,0.0,0.0,-0.51,0.0,0.0,0.0,0.66,0.089,0.635,1.722,1.854
339,-32.68618564,POSCAR51167,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.61,-0.71,-0.66,0.0,-1.02,0.0,0.8,0.18,0.0,0.0,0.0,0.0,0.0,0.541,0.088,0.819,1.747,1.866
340,-32.72628782,POSCAR51206,0.34,0.0,0.0,0.0,0.0,0.0,0.27,0.0,-0.83,0.0,0.64,0.0,0.53,0.0,0.83,0.0,0.17,0.0,0.0,0.0,0.0,0.672,0.059,0.763,1.512,1.809
341,-32.86816012125,POSCAR51290,0.0,0.0,0.0,-0.24,0.0,-0.4,-0.57,0.0,0.63,0.0,0.0,0.0,0.0,-0.79,-1.06,0.53,0.0,0.0,0.0,0.0,0.0,0.389,0.145,0.734,1.723,1.916
342,-31.8826738775,POSCAR51481,0.0,0.0,0.0,-0.15,0.19,0.54,0.58,-0.77,-1.07,0.0,0.0,0.0,0.0,0.0,-1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.607,0.082,0.909,1.942,1.806
343,-32.61973199875,POSCAR51499,0.46,0.0,0.0,0.0,0.0,0.0,-0.76,0.63,0.0,-0.5,0.0,0.0,0.4,0.0,-0.64,0.0,0.0,0.0,0.0,0.18,0.0,0.504,0.128,0.924,1.428,1.842
344,-32.95376693125,POSCAR51676,0.0,0.0,0.0,0.57,-0.22,0.34,-0.92,-0.23,0.89,0.0,0.0,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353,0.091,0.537,1.626,1.894
345,-30.681846495,POSCAR51696,-0.13,0.0,0.0,0.0,1.05,0.0,1.18,0.0,0.0,-0.84,0.0,0.29,0.41,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.393,0.265,1.168,1.899,1.84
346,-32.789728164375,POSCAR52051,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.18,0.57,-1.06,-0.3,0.0,0.0,-0.43,0.0,0.0,0.0,0.58,0.0,0.47,0.156,0.792,1.471,1.842
347,-31.839947880625,POSCAR52169,-0.12,0.0,0.0,0.0,0.75,0.0,-0.5,0.0,0.0,0.0,1.11,-0.6,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.41,0.0,0.992,0.207,0.851,1.612,1.827
348,-32.76340385625,POSCAR52183,0.0,0.0,0.0,0.0,0.0,1.06,0.0,-0.7,0.0,-0.3,0.0,0.5,0.0,0.0,0.0,-0.56,0.0,0.0,0.63,-0.55,0.0,0.462,0.205,0.749,1.722,1.882
349,-32.365652101875,POSCAR52301,0.0,-0.26,0.57,-0.86,0.97,0.0,0.0,0.0,0.0,0.0,-0.07,0.0,0.0,-1.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.512,0.001,0.664,1.828,1.834
350,-32.936280445,POSCAR52367,-0.41,0.23,0.71,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.34,-0.88,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.358,0.02,0.737,1.328,1.854
351,-32.98023189125,POSCAR52706,0.0,0.0,0.0,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.94,-1.2,0.77,-0.32,-0.14,0.42,0.0,0.0,0.0,0.0,0.0,0.171,0.003,0.827,1.801,1.889
352,-32.083636096875,POSCAR52906,0.0,-0.33,0.0,0.0,0.18,0.0,0.0,0.0,0.31,0.0,0.0,0.36,0.86,0.0,-1.1,0.0,-0.35,0.0,0.0,0.0,0.0,0.445,0.045,1.026,1.562,1.831
353,-32.739457880625,POSCAR53065,0.0,0.0,-0.11,0.0,0.0,-1.12,0.0,1.15,0.0,0.0,0.69,0.0,0.66,0.0,0.0,0.0,0.0,0.13,-0.59,0.0,0.0,0.41,0.14,0.506,1.966,1.879
354,-32.20398081,POSCAR53226,0.0,0.0,-0.38,0.56,-0.74,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.22,0.4,0.0,0.0,0.773,0.093,0.427,1.258,1.841
355,-31.7722855125,POSCAR53290,-0.9,0.72,-0.08,0.51,0.0,0.0,0.0,0.19,0.71,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848,0.123,0.793,1.68,1.832
356,-32.70814051375,POSCAR53361,0.0,0.0,0.0,0.0,0.0,0.59,0.0,-0.6,0.0,-0.99,-0.38,0.0,0.0,0.0,-0.49,-0.07,0.0,-0.39,0.0,0.0,0.0,0.228,0.097,0.884,1.493,1.874
357,-32.508565139375,POSCAR53411,0.0,0.0,0.0,-0.19,0.0,0.39,0.0,0.49,-0.82,0.0,0.49,0.0,0.0,0.0,0.7,0.54,0.0,0.0,0.0,0.0,0.0,0.714,0.112,0.749,1.457,1.822
358,-32.722164855,POSCAR53467,0.0,1.0,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,-0.69,0.77,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.16,0.0,0.431,0.043,0.737,1.732,1.829
359,-32.623344405,POSCAR53558,-0.24,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,-1.16,0.0,-0.91,-0.08,0.0,0.9,0.0,0.0,0.0,0.0,0.48,0.433,0.027,0.757,1.822,1.861
360,-32.6975938625,POSCAR53578,0.0,-0.24,0.62,0.0,0.0,0.0,0.09,0.0,0.51,0.0,0.0,0.59,0.7,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.094,0.795,1.453,1.819
361,-32.375398885,POSCAR53922,0.0,0.0,0.0,0.3,0.0,-0.2,0.55,0.0,0.0,1.1,0.0,-0.71,0.07,0.0,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.097,1.025,1.567,1.908
362,-31.021179963125,POSCAR53990,0.0,-1.07,0.0,0.0,-0.94,0.0,0.0,0.0,-0.51,0.0,0.0,0.74,1.1,-0.6,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.507,0.074,1.366,2.104,1.824
363,-32.12791384125,POSCAR54174,0.22,0.0,0.0,0.0,0.0,0.0,0.6,0.0,-0.53,0.0,0.0,0.66,0.0,0.83,-0.64,0.0,0.0,0.06,0.0,0.0,0.0,0.132,0.091,1.05,1.492,1.849
364,-32.040543968125,POSCAR54380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-1.02,-0.66,0.91,0.11,0.0,-0.47,0.0,0.71,0.0,0.0,0.0,0.0,0.522,0.036,0.92,1.762,1.836
365,-32.214897714375,POSCAR54759,0.3,-0.27,0.0,0.0,0.0,0.0,0.68,0.0,-0.57,0.0,0.0,-1.07,0.31,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.277,0.098,1.052,1.601,1.831
366,-31.88279843375,POSCAR54786,0.65,0.0,0.0,-0.38,0.0,0.0,0.0,0.0,0.0,0.68,-0.65,0.85,0.0,0.0,-0.83,0.0,0.0,0.0,0.0,0.0,-0.05,0.539,0.003,1.126,1.693,1.836
367,-32.72945610375,POSCAR54892,0.0,0.0,0.0,0.0,0.0,-0.78,0.0,0.51,0.0,0.0,0.0,0.0,0.0,-0.13,0.46,0.0,0.0,0.41,0.76,-0.21,0.0,0.609,0.156,0.477,1.374,1.877
368,-32.36741235625,POSCAR55028,0.0,0.0,0.0,-0.72,1.05,0.0,0.0,0.0,0.0,-0.87,0.89,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,-0.3,0.5,0.0,0.641,0.134,0.814,1.936,1.897
369,-32.644198870625,POSCAR55070,0.0,0.0,-0.31,0.0,0.0,0.0,0.62,0.0,-0.42,0.0,0.0,-0.16,0.21,0.0,0.0,-0.55,0.0,0.0,0.0,0.0,0.79,0.461,0.099,0.689,1.286,1.822
370,-31.8822962425,POSCAR55466,0.2,-1.15,0.0,-0.41,0.0,0.0,0.0,0.0,0.24,0.71,0.52,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864,0.035,0.794,1.583,1.803
371,-32.744443986875,POSCAR55753,0.0,-0.11,0.0,0.0,0.0,-0.32,0.0,0.42,-0.53,0.0,0.55,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.624,0.122,0.536,1.426,1.876
372,-32.913814505,POSCAR55973,-0.31,0.39,0.0,0.0,0.0,-0.84,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.89,0.41,0.0,0.0,0.0,0.46,0.0,0.0,0.55,0.165,0.671,1.497,1.877
373,-31.5511404,POSCAR56024,0.0,0.17,0.0,0.91,0.0,0.0,0.0,-0.75,0.94,0.0,0.0,0.0,0.0,-0.29,0.51,0.0,0.0,0.0,-0.15,0.0,0.0,0.88,0.098,0.608,1.634,1.813
374,-32.612957338125,POSCAR56167,0.0,0.0,0.0,-0.55,0.31,-0.6,0.0,0.35,0.0,0.0,0.0,0.26,0.0,0.0,0.0,-0.85,0.0,0.0,0.0,-0.3,0.0,0.49,0.142,0.756,1.327,1.898
375,-32.87834492375,POSCAR56299,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,0.0,0.24,0.0,-0.39,1.11,0.52,-0.67,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.029,0.828,1.557,1.949
376,-32.113439215,POSCAR56371,0.0,-0.51,0.35,0.0,0.0,0.83,0.0,-0.45,-0.79,-0.21,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.561,0.104,1.035,1.763,1.805
377,-32.415076321875,POSCAR56405,0.0,0.0,0.0,0.0,-0.86,0.0,0.0,0.0,0.0,-0.3,-0.84,0.0,-1.12,0.0,0.27,0.0,0.26,0.0,-0.19,0.0,0.0,0.647,0.023,0.478,1.722,1.884
378,-32.79470524,POSCAR56419,0.0,0.0,0.27,0.22,-0.25,0.92,0.0,0.0,-0.56,0.0,-0.43,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529,0.172,0.616,1.388,1.886
379,-32.75355318375,POSCAR56712,0.0,0.53,0.0,0.34,-0.56,0.0,0.0,0.0,0.0,0.0,-0.6,0.72,0.0,1.01,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.471,0.0,0.664,1.91,1.84
380,-30.59747192875,POSCAR56837,-0.81,-0.13,0.0,-0.42,1.18,0.0,0.0,0.0,0.0,-0.83,0.0,0.0,0.0,-0.26,-0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.885,0.0,1.123,1.916,1.816
381,-32.493310655,POSCAR57115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.57,0.0,-0.65,-0.42,0.0,0.97,-0.33,0.0,0.6,-0.38,0.0,0.435,0.15,0.791,1.574,1.874
382,-32.8817973375,POSCAR57178,0.65,0.21,-0.3,0.0,-0.19,0.8,0.0,-0.94,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433,0.089,0.796,1.597,1.835
383,-9999.0,POSCAR57410,0.0,-0.66,0.0,0.0,1.12,0.0,0.0,0.0,0.0,-1.09,-0.38,0.28,0.0,-0.55,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.066,0.025,1.07,1.85,1.85
384,-32.857601185,POSCAR57418,0.0,0.0,-0.33,-0.35,0.15,0.0,-0.57,0.0,0.0,0.72,0.0,0.0,0.0,0.44,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.568,0.128,0.738,1.237,1.868
385,-32.249726906875,POSCAR57435,-0.33,0.0,0.0,0.43,-0.54,0.0,0.36,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,-0.74,0.0,0.807,0.199,0.544,1.183,1.821
386,-32.61817542875,POSCAR57682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.21,-0.32,-0.93,-0.31,0.0,-0.32,0.0,0.0,0.0,-0.58,0.0,0.528,0.156,0.866,1.303,1.848
387,-33.021398958125,POSCAR57855,0.0,0.0,0.21,0.0,0.0,0.0,0.09,0.0,0.0,0.0,-0.42,-0.47,-1.12,0.71,0.0,-0.38,0.0,0.0,0.0,0.0,0.0,0.189,0.02,0.747,1.534,1.895
388,-32.443838024375,POSCAR57878,-0.7,0.86,0.0,0.0,0.0,0.0,0.47,0.0,0.0,-0.63,0.15,0.0,0.0,0.0,0.0,0.0,-0.34,0.0,0.42,0.0,0.0,0.651,0.117,0.598,1.47,1.83
389,-33.048361283125,POSCAR57929,0.0,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,-0.48,-0.92,-0.67,0.0,0.3,0.0,0.0,0.0,0.0,-0.47,0.22,0.024,0.734,1.421,1.89
390,-32.246055656875,POSCAR58072,0.0,0.0,0.0,0.0,-0.43,0.0,0.0,-0.23,0.0,0.61,0.0,0.0,-0.45,0.0,0.0,-0.17,0.0,0.0,0.69,-1.19,0.0,0.617,0.339,0.869,1.653,1.805
391,-33.072263924375,POSCAR58224,0.0,0.17,0.0,-0.17,0.0,0.0,0.0,0.0,0.17,0.57,0.0,-0.7,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.385,0.04,0.708,1.394,1.866
392,-32.649477250625,POSCAR58333,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,-0.49,0.67,0.0,-0.82,0.0,0.0,0.0,0.0,0.5,-0.76,0.0,0.355,0.221,0.813,1.578,1.825
393,-32.52046215125,POSCAR58399,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,-0.25,0.0,0.0,0.0,0.0,0.69,0.0,0.35,0.14,0.0,0.46,-0.48,0.0,0.747,0.191,0.603,1.471,1.884
394,-32.893104125,POSCAR58778,-0.38,0.41,0.0,0.0,0.0,-0.71,0.8,0.0,-0.14,0.0,-0.23,0.0,0.0,0.0,-0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.125,0.547,1.338,1.861
395,-32.960869219375,POSCAR58984,0.31,0.0,0.0,0.0,0.0,1.05,0.0,-0.94,-0.31,0.0,-0.47,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.324,0.131,0.836,1.68,1.835
396,-31.49641105375,POSCAR59028,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,-0.61,1.17,0.0,0.0,0.0,0.0,-0.52,0.39,0.23,0.6,0.0,0.0,0.0,0.523,0.129,1.1,1.626,1.81
397,-31.98548128125,POSCAR59076,0.0,0.0,0.0,0.0,0.54,-0.2,0.0,0.0,0.71,1.01,0.0,0.0,0.0,-0.59,0.0,0.0,0.0,0.0,-0.28,0.25,0.0,0.756,0.138,1.153,1.531,1.858
398,-32.87972511625,POSCAR59281,0.0,-0.55,0.66,0.0,0.0,0.56,0.0,0.0,-0.67,0.0,0.0,-0.23,0.17,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416,0.092,0.637,1.317,1.813
399,-32.7753287475,POSCAR59517,0.0,0.0,0.0,-0.11,-0.73,0.0,0.0,0.0,0.0,0.0,0.56,-0.47,0.0,-0.85,-0.26,0.0,0.0,0.0,0.0,0.0,-0.22,0.585,0.011,0.568,1.385,1.92
400,-32.922759361875,POSCAR59797,0.0,0.0,0.0,-0.24,0.0,0.64,-0.37,0.0,0.0,0.45,0.98,0.0,0.54,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,0.546,0.103,0.481,1.44,1.813
401,-31.7466305475,POSCAR59844,0.0,0.0,0.49,0.0,0.13,-0.56,0.9,0.0,-0.71,0.0,0.0,0.0,0.0,0.12,-1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.547,0.099,1.083,1.821,1.843
402,-32.648423554375,POSCAR59881,0.0,0.0,-0.47,0.0,0.0,0.0,-0.83,0.0,0.54,0.0,0.0,-0.49,-0.55,0.0,0.85,0.0,0.45,0.0,0.0,0.0,0.0,0.496,0.134,0.947,1.634,1.849
403,-33.0937000525,POSCAR59957,0.0,0.42,-0.36,0.0,0.0,0.63,-0.44,0.0,0.0,0.58,0.0,0.0,-0.37,0.0,0.0,-0.23,0.0,0.0,0.0,0.0,0.0,0.439,0.1,0.559,1.193,1.869
404,-32.37829554,POSCAR60090,0.0,0.0,0.34,0.78,-0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.58,0.0,0.0,0.21,0.0,0.0,0.0,0.0,-0.7,0.612,0.036,0.718,1.59,1.837
405,-9999.0,POSCAR60183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.53,0.44,0.0,0.0,-0.4,-1.1,1.02,0.78,0.0,-0.18,0.0,0.0,0.442,0.022,1.116,1.878,1.805
406,-32.89762835125,POSCAR60300,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,0.0,0.67,0.35,0.74,0.0,0.83,0.0,0.39,0.5,0.0,0.0,0.0,0.0,0.0,0.535,0.068,0.688,1.492,1.859
407,-9999.0,POSCAR60312,0.0,0.0,-0.28,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,-0.78,0.0,0.0,-0.19,-0.86,0.0,0.0,0.0,-0.54,-0.47,0.591,0.145,1.118,1.413,1.808
408,-32.27629405625,POSCAR60805,-1.09,0.5,0.39,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.07,0.0,-0.57,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.487,0.035,0.896,1.762,1.851
409,-32.91460384875,POSCAR60883,-0.54,0.0,0.41,0.0,0.0,1.06,0.0,-1.18,0.0,0.0,0.0,0.77,0.82,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.124,0.791,2.166,1.857
